the_geom,Loc,OBJECTID,Borough,Street_Nam,From_Stree,To_Street,Index,May07_D,May07_AM,May07_PM,May07_D2,May07_MD,Sept07_D,Sept07_AM,Sept07_PM,Sept07_D2,Sept07_MD,May08_D,May08_AM,May08_PM,May08_D2,May08_MD,Sept08_D,Sept08_AM,Sept08_PM,Sept08_D2,Sept08_MD,May09_D,May09_AM,May09_PM,May09_D2,May09_MD,Sept09_D,Sept09_AM,Sept09_PM,Sept09_D2,Sept09_MD,May10_D,May10_AM,May10_PM,May10_D2,May10_MD,Sept10_D,Sept10_AM,Sept10_PM,Sept10_D2,Sept10_MD,May11_D,May11_AM,May11_PM,May11_D2,May11_MD,Sept11_D,Sept11_AM,Sept11_PM,Sept11_D2,Sept11_MD,May12_D,May12_AM,May12_PM,May12_D2,May12_MD,Sept12_D,Sept12_AM,Sept12_PM,Sept12_D2,Sept12_MD,May13_D,May13_AM,May13_PM,May13_D2,May13_MD,Sept13_D,Sept13_AM,Sept13_PM,Sept13_D2,Sept13_MD,May14_D,May14_AM,May14_PM,May14_D2,May14_MD,Sept14_D,Sept14_AM,Sept14_PM,Sept14_D2,Sept14_MD,May15_D,May15_AM,May15_PM,May15_D2,May15_MD,Sept15_D,Sept15_AM,Sept15_PM,Sept15_D2,Sept15_MD,May16_D,May16_AM,May16_PM,May16_D2,May16_MD,Sept16_D,Sept16_AM,Sept16_PM,Sept16_D2,Sept16_MD,May17_D,May17_AM,May17_PM,May17_D3,May17_MD,Sept17_D,Sept17_AM,Sept17_PM,Sept17_D2,Sept17_MD
POINT (-73.97514418621735 40.761353610911755),45,45,Manhattan,Fifth Avenue,East 54th Street,East 55th Street,Y,5/15/2007,3081,16471,5/12/2007,13891,9/26/2007,3432,23840,9/29/2007,11707,4/30/2008,3974,25732,5/3/2008,18273,9/25/2008,4089,20929,9/20/2008,16307,5/27/2009,3385,20508,5/23/2009,10507,9/22/2009,8483,22495,9/12/2009,11485,5/4/2010,4013,18701,5/8/2010,12727,9/14/2010,3771,24601,9/11/2010,12752,5/12/2011,3285,26106,5/14/2011,12370,9/13/2011,3968,18993,9/17/2011,15946,5/30/2012,3189,14533,6/2/2012,13555,10/17/2012,"3,472","22,800",9/15/2012,"14,405",5/7/2013,"3,858","20,485",5/18/2013,"15,398",10/2/2013,"3,951","20,202",10/5/2013,"14,353",5/13/2014,"3,616","20,639",5/3/2014,"16,089",10/2/2014,"3,980","20,528",9/13/2014,"15,513",5/12/2015,"4,113","26,831",5/9/2015,"12,417",9/16/2015,3637,20999,9/19/2015,11320,05/19/16,"4,443","22,351",05/21/16,"12,712",09/15/16,"4,360","22,274",09/24/16,"12,247",05/03/17,"6,445","23,214",05/20/17,"11,394",09/06/17,"2,985","19,551",09/23/17,"11,576"
POINT (-73.99451531515767 40.714935523713734),46,46,Manhattan,Forsyth Street,Canal Street,Division Street,N,5/15/2007,1373,7481,5/12/2007,4703,9/26/2007,1290,3506,9/29/2007,3583,5/8/2008,1190,4763,5/17/2008,4504,9/16/2008,1598,5879,9/27/2008,5347,5/28/2009,1269,5187,5/23/2009,4981,9/22/2009,2184,6998,9/12/2009,3800,5/4/2010,1353,5832,5/1/2010,4961,10/7/2010,2660,4606,9/25/2010,3443,5/11/2011,1150,5796,5/14/2011,3298,9/13/2011,1217,5186,9/10/2011,2888,5/23/2012,1153,3570,6/2/2012,4359,9/12/2012,"1,537","5,951",9/15/2012,"4,342",5/2/2013,"1,586","4,688",5/4/2013,"3,965",11/6/2013,"1,671","4,954",10/5/2013,"3,869",5/13/2014,"1,552","5,110",5/3/2014,"3,810",9/18/2014,"1,517","5,461",9/13/2014,"3,043",5/21/2015,"1,297","6,222",5/16/2015,"3,029",9/9/2015,1451,5129,9/19/2015,2811,05/12/16,"1,258","4,788",05/14/16,"3,174",09/14/16,"1,334","4,059",09/10/16,"2,994",05/10/17,"1,391","6,610",05/20/17,"4,469",09/13/17,"1,336","3,305",09/23/17,"2,866"
POINT (-74.0084036486757 40.71055376746071),47,47,Manhattan,Fulton Street,Broadway,Nassau Street,Y,5/16/2007,4530,9162,5/19/2007,2495,9/26/2007,3446,5498,9/29/2007,1835,4/30/2008,4614,9415,5/17/2008,3553,9/16/2008,5041,9322,9/6/2008,2043,5/28/2009,5539,8901,5/23/2009,2464,9/22/2009,2544,6708,9/12/2009,2847,5/13/2010,3922,7398,5/15/2010,2319,9/23/2010,4280,8945,9/11/2010,4578,5/4/2011,3881,7535,5/14/2011,3855,9/8/2011,4137,10248,9/10/2011,4274,5/31/2012,4192,6091,6/9/2012,3172,9/12/2012,"4,635","9,180",9/15/2012,"3,327",5/2/2013,"4,543","8,727",5/18/2013,"3,473",10/2/2013,"4,216","7,922",9/21/2013,"3,202",5/20/2014,"3,425","7,732",5/31/2014,"2,698",9/23/2014,"3,457","7,212",9/20/2014,"1,856",5/21/2015,"3,595","8,002",5/9/2015,"2,259",9/16/2015,4127,7037,9/19/2015,2706,05/12/16,"3,460","8,459",05/21/16,"3,542",09/20/16,"4,039","6,740",10/01/16,"3,425",05/04/17,"4,637","9,223",05/06/17,"4,792",09/06/17,"3,625","6,414",09/16/17,"3,704"
POINT (-74.00451806937401 40.7080627209577),48,48,Manhattan,Fulton Street,Cliff Street,Pearl Street,N,5/10/2007,2593,6755,5/19/2007,3167,9/26/2007,1902,5113,9/29/2007,2637,5/8/2008,2112,8540,5/17/2008,4686,9/16/2008,2596,7309,9/6/2008,2888,5/28/2009,3544,7324,5/23/2009,2992,9/22/2009,2098,5479,9/12/2009,2685,5/13/2010,1982,6308,5/15/2010,2593,9/14/2010,2647,7119,9/25/2010,2502,5/19/2011,2633,8206,5/7/2011,5151,9/7/2011,2091,5561,9/24/2011,3650,5/30/2012,2611,4285,6/9/2012,3775,9/12/2012,"2,760","7,767",9/15/2012,"3,652",5/1/2013,"2,887","7,392",5/18/2013,"4,899",10/2/2013,"2,732","5,578",9/28/2013,"3,251",5/7/2014,"2,466","5,850",5/10/2014,"2,506",9/16/2014,"2,963","7,062",9/13/2014,"2,510",5/6/2015,"2,584","5,436",5/9/2015,"3,590",9/16/2015,3251,5359,9/19/2015,3257,05/19/16,"3,207","9,604",05/21/16,"3,429",09/21/16,"2,894","7,597",10/01/16,"3,555",05/04/17,"1,977","4,998",05/06/17,"4,729",09/06/17,"2,846","7,266",09/16/17,"2,938"
POINT (-73.96888735867235 40.76126460795225),49,49,Manhattan,Lexington Avenue,East 57th Street,East 58th Street,Y,5/15/2007,4502,21634,5/12/2007,5687,9/26/2007,4251,11296,9/29/2007,5302,4/29/2008,4034,20893,5/10/2008,6619,9/24/2008,4231,11009,9/27/2008,5962,5/28/2009,4122,8661,5/23/2009,5705,9/22/2009,3272,10679,9/12/2009,4786,5/5/2010,4123,11641,5/15/2010,4676,9/15/2010,5082,11880,9/11/2010,4208,5/10/2011,3742,12143,4/30/2011,5814,9/8/2011,3908,11014,9/10/2011,4528,5/17/2012,4678,8412,6/2/2012,4332,9/11/2012,"4,587","12,345",9/22/2012,"4,900",5/1/2013,"4,138","12,682",5/4/2013,"5,924",10/1/2013,"4,566","11,639",10/5/2013,"5,661",5/13/2014,"3,800","14,129",5/3/2014,"5,956",9/23/2014,"4,298","11,716",9/20/2014,"5,628",5/28/2015,"3,205","8,111",5/30/2015,"5,894",9/10/2015,5870,18125,9/19/2015,3484,05/19/16,"4,931","12,301",05/14/16,"4,583",09/15/16,"4,625","12,007",10/01/16,"4,892",05/11/17,"4,489","12,400",06/03/17,"3,894",09/06/17,"4,656","10,732",09/23/17,"4,176"
POINT (-73.96568512678532 40.77144062263453),50,50,Manhattan,Madison Avenue,East 71st Street,East 72nd Street,N,5/15/2007,667,3760,5/12/2007,3090,9/26/2007,680,3204,10/6/2007,2495,4/29/2008,571,4254,5/10/2008,3073,9/24/2008,1014,2687,9/27/2008,4099,5/28/2009,677,1726,5/23/2009,2088,9/23/2009,635,3250,9/12/2009,1817,5/5/2010,706,2918,5/15/2010,2830,9/15/2010,832,3114,9/11/2010,2340,5/10/2011,712,3602,4/30/2011,2895,9/8/2011,611,2998,9/10/2011,2159,5/2/2012,837,2238,5/5/2012,2492,9/11/2012,966,"3,899",9/22/2012,"3,283",5/1/2013,729,"3,183",5/4/2013,"3,102",10/2/2013,858,"3,034",10/5/2013,"2,455",5/13/2014,722,"3,912",5/3/2014,"2,633",9/4/2014,739,"2,983",9/20/2014,"1,630",5/6/2015,760,"3,247",5/30/2015,760,9/10/2015,2235,7220,9/19/2015,2690,05/19/16,718,"2,988",05/14/16,"2,480",09/20/16,"2,142","6,911",10/01/16,"2,160",05/10/17,624,"2,681",05/20/17,"2,185",09/12/17,786,"2,495",09/16/17,"1,711"
POINT (-73.99134284997088 40.749996387066524),51,51,Manhattan,Seventh Avenue,West 32nd Street,West 33rd Street,Y,5/15/2007,10084,25156,5/12/2007,9261,9/26/2007,8803,23825,10/6/2007,10476,4/30/2008,7566,23312,5/3/2008,11362,9/25/2008,8407,24311,9/20/2008,11704,5/28/2009,7356,29526,5/23/2009,12533,9/23/2009,13552,27632,9/12/2009,11537,5/5/2010,12189,22390,5/8/2010,10615,9/22/2010,8422,22613,9/11/2010,10902,5/19/2011,8954,23314,4/30/2011,10625,9/13/2011,11445,23015,9/10/2011,12765,5/30/2012,10782,18101,6/9/2012,12342,9/13/2012,"13,647","28,208",9/15/2012,"10,690",5/2/2013,"11,898","26,609",5/18/2013,"11,146",10/3/2013,"12,365","28,392",10/5/2013,"11,374",5/20/2014,"13,677","26,062",5/3/2014,"11,781",10/2/2014,"12,246","27,744",9/20/2014,"10,281",5/14/2015,"17,191","35,990",5/9/2015,"50,827",9/9/2015,9103,25197,9/19/2015,10439,05/11/16,"11,410","31,856",05/21/16,"16,847",09/15/16,"11,099","38,885",09/17/16,"13,500",05/09/17,"9,740","24,343",05/06/17,"10,861",09/12/17,"9,523","23,193",09/23/17,"10,593"
POINT (-74.01257537541983 40.70835161274034),52,52,Manhattan,Trinity Place,Rector Street,Thames Street,N,5/10/2007,4552,7164,5/5/2007,2286,9/26/2007,4982,14290,10/6/2007,9826,4/30/2008,4814,7983,5/17/2008,2754,9/25/2008,3362,5228,9/6/2008,1688,5/6/2009,2770,4090,5/23/2009,2393,9/23/2009,4886,5836,9/12/2009,2634,5/5/2010,2224,3889,5/8/2010,1808,10/7/2010,3107,4424,9/18/2010,2570,5/24/2011,2629,4933,4/30/2011,2270,9/8/2011,2701,4312,9/17/2011,3636,5/30/2012,2283,3602,6/9/2012,2734,9/12/2012,"2,821","4,897",9/15/2012,"3,033",5/2/2013,"2,216","4,530",5/18/2013,"3,238",10/3/2013,"2,512","4,332",9/21/2013,"2,627",5/21/2014,"2,431","4,504",5/10/2014,"3,980",9/17/2014,"2,346","5,095",9/27/2014,"1,738",5/14/2015,"3,007","5,964",5/9/2015,"3,744",9/16/2015,1527,5592,9/19/2015,2104,05/05/16,"2,246","4,073",05/07/16,"2,607",09/21/16,"2,344","4,403",10/01/16,"3,024",05/02/17,"2,261","4,475",05/20/17,"1,754",09/13/17,"2,306","4,271",09/09/17,"2,993"
POINT (-74.01098647762808 40.70733537559063),53,53,Manhattan,Wall Street,New Street,Nassau Street,Y,5/9/2007,3784,5560,5/5/2007,2733,9/26/2007,8065,14469,9/29/2007,8295,4/30/2008,6842,11264,5/17/2008,4814,9/25/2008,7476,15167,9/6/2008,4035,5/27/2009,6149,9608,5/23/2009,4402,9/23/2009,3506,12635,9/12/2009,5695,5/4/2010,6247,12186,5/1/2010,3755,9/28/2010,6885,14303,9/25/2010,4636,5/12/2011,6485,13176,4/30/2011,5906,9/8/2011,6219,13724,9/24/2011,6742,5/30/2012,6004,7844,6/9/2012,6167,9/12/2012,"6,733","11,023",9/15/2012,"5,284",5/2/2013,"5,354","11,111",5/18/2013,"5,430",10/3/2013,"5,405","10,140",9/21/2013,"5,763",5/15/2014,"6,072","10,741",5/31/2014,"5,827",9/9/2014,"7,981","11,310",9/13/2014,"4,959",5/6/2015,"5,681","10,717",5/30/2015,"5,430",9/9/2015,6547,9135,9/19/2015,6261,05/10/16,"6,759","14,575",05/07/16,"5,836",09/22/16,"6,445","11,300",10/01/16,"6,516",05/09/17,"5,733","10,277",05/06/17,"5,651",09/13/17,"5,792","10,494",09/09/17,"6,854"
POINT (-73.94703781905247 40.808429737104895),54,54,Manhattan,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,Y,5/9/2007,1706,7519,5/19/2007,3949,9/27/2007,1638,7546,9/29/2007,5084,5/8/2008,1921,7831,5/10/2008,5219,9/25/2008,2152,7681,9/27/2008,4484,5/6/2009,1277,8561,5/23/2009,3984,9/23/2009,2398,7903,9/12/2009,5492,5/4/2010,2042,7855,5/1/2010,7142,9/23/2010,2388,8710,9/18/2010,6443,5/19/2011,2231,8165,5/7/2011,6800,9/13/2011,2582,8638,9/17/2011,6698,5/2/2012,1900,5255,5/5/2012,5603,9/12/2012,"2,126","8,851",9/15/2012,"5,540",5/7/2013,"2,121","9,253",5/18/2013,"5,586",10/1/2013,"2,476","9,667",10/5/2013,"5,256",5/15/2014,"2,123","8,114",5/10/2014,"5,767",9/23/2014,"1,985","7,754",9/20/2014,"5,434",5/6/2015,"2,308","8,328",5/9/2015,"5,792",9/9/2015,2070,8046,9/26/2015,5588,05/11/16,"2,129","8,010",05/07/16,"5,791",09/27/16,"2,077","8,199",09/17/16,"5,483",05/03/17,"2,227","7,957",05/20/17,"5,857",09/07/17,"1,979","8,087",09/09/17,"5,486"
POINT (-74.00384095197924 40.74030539282892),55,55,Manhattan,West 14th Street,Hudson Street,Eighth Avenue,Y,5/17/2007,1540,5089,5/12/2007,2960,9/27/2007,1902,5474,10/6/2007,2337,5/6/2008,1520,6274,5/3/2008,2701,9/16/2008,1568,5664,9/13/2008,2936,5/6/2009,1360,6047,5/23/2009,2485,9/23/2009,2047,6649,9/12/2009,3890,5/5/2010,1458,6221,5/8/2010,3057,9/8/2010,2159,7055,9/11/2010,3974,5/12/2011,1800,8911,5/7/2011,4963,9/8/2011,1949,11166,9/10/2011,3514,5/31/2012,2106,4993,6/9/2012,4335,9/13/2012,"2,024","9,462",9/22/2012,"5,285",5/1/2013,"2,078","9,234",5/4/2013,"5,257",10/3/2013,"2,176","9,180",10/5/2013,"4,950",5/21/2014,"5,272","11,953",5/10/2014,"6,519",9/17/2014,"2,032","8,263",9/6/2014,"4,419",5/27/2015,"1,935","8,995",5/16/2015,"4,635",9/10/2015,2075,8066,9/26/2015,4751,05/05/16,"2,150","8,456",05/07/16,"6,081",09/22/16,"2,193","8,523",09/24/16,"4,507",05/09/17,"1,769","8,995",05/06/17,"5,170",09/06/17,"2,128","9,186",09/23/17,"3,972"
POINT (-73.93434784508338 40.84958094443507),56,56,Manhattan,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,Y,5/8/2007,1305,6516,5/19/2007,3281,9/25/2007,1685,5562,9/29/2007,4725,4/29/2008,1071,7420,5/10/2008,4174,9/16/2008,1238,7394,9/20/2008,4432,5/6/2009,1032,6680,5/23/2009,4881,9/23/2009,1212,8747,9/12/2009,3926,5/12/2010,1448,8364,5/15/2010,4679,9/14/2010,1212,7940,9/11/2010,5056,5/24/2011,1375,8257,5/21/2011,4476,9/13/2011,1198,8012,9/10/2011,5040,5/3/2012,1307,5254,6/9/2012,5567,9/13/2012,"1,245","6,921",9/22/2012,"7,461",5/7/2013,"1,266","7,442",5/18/2013,"5,704",10/1/2013,"1,321","7,409",10/5/2013,"6,194",5/22/2014,"1,372","7,225",5/31/2014,"4,492",10/2/2014,"1,399","7,357",9/6/2014,"6,125",5/21/2015,"1,380","7,230",5/30/2015,"4,512",9/17/2015,1428,7544,9/19/2015,6184,05/12/16,"1,380","7,476",05/21/16,"4,671",09/22/16,"1,422","7,555",09/17/16,"6,295",05/04/17,"1,343","7,407",05/06/17,"1,343",09/13/17,"1,386","7,668",09/23/17,"6,307"
POINT (-73.98934552114228 40.750454054864704),57,57,Manhattan,West 34th Street,Broadway,Seventh Avenue,Y,5/15/2007,12000,28123,5/12/2007,12528,9/27/2007,10326,32673,10/6/2007,14201,4/30/2008,12391,32736,5/3/2008,14646,9/25/2008,11051,29019,9/20/2008,16268,5/6/2009,12690,21943,5/23/2009,13971,9/23/2009,11941,27764,9/26/2009,12044,5/4/2010,13421,30544,5/15/2010,10055,9/23/2010,10010,30103,9/25/2010,9900,5/10/2011,9969,31701,4/30/2011,14182,9/13/2011,11279,27249,9/10/2011,11137,5/30/2012,13645,18969,6/2/2012,13790,9/11/2012,"13,348","26,865",9/15/2012,"13,036",5/2/2013,"11,672","28,348",5/18/2013,"15,594",10/3/2013,"12,232","30,743",9/28/2013,"13,107",5/20/2014,"15,806","29,150",5/3/2014,"10,806",9/9/2014,"13,152","25,591",9/20/2014,"12,222",5/6/2015,"12,297","26,852",5/9/2015,"12,297",9/9/2015,10197,25687,9/19/2015,11670,05/11/16,"13,835","33,102",05/21/16,"12,029",09/22/16,"9,272","25,365",09/17/16,"15,233",05/09/17,"11,874","25,185",05/06/17,"10,944",09/12/17,"14,215","25,734",09/16/17,"17,262"
POINT (-73.98335689692979 40.752843606340335),58,58,Manhattan,West 40th Street,Avenue of the Americas,Fifth Avenue,Y,5/15/2007,5454,11571,5/12/2007,2639,9/27/2007,5284,11208,10/6/2007,2606,4/30/2008,6019,10301,5/3/2008,2175,9/25/2008,6258,8616,9/20/2008,2905,5/6/2009,5064,10654,5/23/2009,1664,9/23/2009,6160,13985,9/26/2009,2136,5/6/2010,6479,11224,5/15/2010,2868,9/23/2010,7467,12457,9/11/2010,2417,5/19/2011,5540,11750,5/14/2011,2943,9/14/2011,6362,11933,9/10/2011,1973,5/30/2012,8340,8884,6/2/2012,2616,9/11/2012,"7,269","14,127",9/15/2012,"3,055",5/1/2013,"5,930","12,133",5/4/2013,"2,321",10/3/2013,"6,499","12,234",10/5/2013,"3,167",5/13/2014,"6,020","12,837",5/10/2014,"1,693",10/2/2014,"7,673","14,418",9/20/2014,"2,779",5/20/2015,"7,085","13,064",5/9/2015,"2,413",9/16/2015,6415,13370,9/19/2015,2258,05/12/16,"7,257","20,533",05/14/16,"3,407",09/15/16,"6,089","13,479",09/17/16,"2,753",05/11/17,"5,923","11,981",06/03/17,"3,672",09/12/17,"7,553","16,774",09/16/17,"3,818"
POINT (-73.98017962622333 40.75733848638989),59,59,Manhattan,West 47th Street,Avenue of the Americas,Fifth Avenue,N,5/15/2007,3897,14939,5/12/2007,2201,9/27/2007,3043,14487,10/6/2007,1475,5/6/2008,4899,13996,5/3/2008,1401,9/25/2008,2953,9805,9/20/2008,2389,5/6/2009,3463,10636,5/23/2009,2119,9/23/2009,3647,10736,9/26/2009,1862,5/5/2010,3972,12733,5/8/2010,1765,9/23/2010,3941,8928,9/11/2010,1736,5/12/2011,5618,11433,5/7/2011,2623,9/14/2011,3348,9064,9/10/2011,1763,5/30/2012,3620,8316,6/2/2012,2021,9/11/2012,"3,450","10,003",9/22/2012,"2,170",5/1/2013,"4,463","11,828",5/4/2013,"2,227",10/2/2013,"4,002","12,205",9/28/2013,"1,978",5/6/2014,"4,090","13,502",5/17/2014,"2,681",9/4/2014,"5,009","12,687",9/13/2014,"2,559",5/14/2015,"4,041","12,351",5/16/2015,"2,296",9/17/2015,4128,11969,9/19/2015,1973,05/19/16,"5,117","14,037",05/21/16,"2,772",09/14/16,"4,758","13,021",09/17/16,"2,720",05/11/17,"3,585","12,022",06/03/17,"2,121",09/12/17,"2,696","12,024",09/16/17,"2,551"
POINT (-73.96829307507049 40.75519022033234),60,60,Manhattan,Second Avenue,50th Street,51st Street,Y,5/15/2007,2335,5371,5/5/2007,2066,9/27/2007,2259,5431,10/6/2007,2047,5/7/2008,2077,4957,5/10/2008,1776,9/16/2008,2002,3574,9/6/2008,2202,5/5/2009,1605,4840,5/30/2009,1933,9/23/2009,1669,4029,9/26/2009,1493,5/6/2010,2091,4311,5/1/2010,2690,9/23/2010,2162,4299,9/11/2010,2031,5/4/2011,1853,4564,5/14/2011,2391,9/13/2011,2008,4548,9/10/2011,2181,5/17/2012,2159,3654,6/2/2012,2578,9/11/2012,"2,527","5,238",9/15/2012,"2,767",5/2/2013,"2,425","5,912",6/1/2013,"2,277",10/1/2013,"2,415","5,529",9/28/2013,"3,284",5/22/2014,"2,507","5,358",5/3/2014,"2,405",9/4/2014,"2,660","4,863",9/27/2014,"1,616",5/6/2015,"2,257","5,259",5/30/2015,"1,872",9/16/2015,2534,6619,9/19/2015,1894,05/10/16,"2,255","4,484",05/14/16,"2,836",09/08/16,"2,521","5,715",09/10/16,"2,751",05/10/17,"2,604","5,938",05/20/17,"2,490",09/07/17,"1,850","4,501",09/09/17,"1,904"
POINT (-73.97053303866996 40.756137585644126),61,61,Manhattan,Third Avenue,50th Street,51st Street,N,5/15/2007,5504,8447,5/12/2007,2827,9/27/2007,6329,11003,10/6/2007,2475,5/7/2008,4733,10036,5/10/2008,2296,9/16/2008,5547,15473,9/6/2008,2501,5/5/2009,3804,9823,5/30/2009,2537,9/23/2009,5516,11033,10/10/2009,2466,5/6/2010,5302,9590,5/1/2010,2648,9/22/2010,2350,7303,9/11/2010,2373,5/5/2011,5849,11011,5/21/2011,3397,9/13/2011,6198,10387,9/10/2011,2777,5/30/2012,5073,6995,6/2/2012,2766,9/11/2012,"5,778","11,225",9/15/2012,"2,933",5/2/2013,"5,793","11,707",6/1/2013,"2,738",10/1/2013,"6,457","12,336",9/28/2013,"3,442",5/22/2014,"5,237","7,708",5/3/2014,"2,825",9/4/2014,"4,063","7,625",9/27/2014,"2,312",5/27/2015,"5,825","11,919",5/30/2015,"2,274",9/16/2015,5920,12416,9/19/2015,2473,05/10/16,"5,016","10,549",05/14/16,"2,962",09/08/16,"4,837","8,838",09/10/16,"2,656",05/10/17,"5,965","12,548",05/20/17,"2,926",09/07/17,"5,148","11,761",09/09/17,"2,136"
POINT (-73.97213382742112 40.756810835163826),62,62,Manhattan,Lexington Avenue,50th Street,51st Street,N,5/15/2007,5730,10557,5/12/2007,4805,9/27/2007,5124,10010,10/6/2007,2600,5/7/2008,5659,12883,5/10/2008,2968,9/16/2008,6153,20071,9/27/2008,3229,5/5/2009,3614,7280,5/30/2009,3131,9/22/2009,4243,9235,10/10/2009,2768,5/6/2010,5812,12143,5/8/2010,2781,9/22/2010,4941,6260,9/25/2010,2481,5/5/2011,6003,12261,5/21/2011,2708,9/15/2011,4610,9722,9/10/2011,3331,5/30/2012,5610,7253,6/2/2012,3075,9/11/2012,"6,127","11,630",9/15/2012,"3,781",5/14/2013,"4,876","9,020",6/1/2013,"3,524",10/1/2013,"6,174","11,573",10/5/2013,"3,613",5/21/2014,"6,038","13,374",5/31/2014,"4,716",9/4/2014,"7,870","13,083",9/27/2014,"3,056",5/27/2015,"7,312","13,958",5/9/2015,"3,041",9/16/2015,5822,11681,9/19/2015,2816,05/10/16,"3,851","10,651",05/14/16,"3,776",09/08/16,"4,532","10,213",09/10/16,"2,900",05/10/17,"6,508","12,931",05/20/17,"3,247",09/07/17,"5,614","9,926",09/09/17,"2,480"
POINT (-73.97385284104773 40.75753624831212),63,63,Manhattan,Park Avenue,50th Street,51st Street,Y,5/15/2007,6824,10653,5/12/2007,2025,9/27/2007,7868,12535,10/6/2007,1137,5/7/2008,5201,10800,5/10/2008,1113,9/16/2008,6059,18973,9/6/2008,1460,5/5/2009,4068,8087,5/30/2009,1464,9/22/2009,5358,10971,10/10/2009,1560,5/6/2010,5342,10497,5/8/2010,1471,9/22/2010,4100,10317,9/11/2010,1538,5/25/2011,5118,9773,5/21/2011,1598,9/15/2011,6862,9879,9/10/2011,1985,5/30/2012,5774,6601,6/2/2012,1378,9/12/2012,"6,951","13,358",9/22/2012,"2,125",5/14/2013,"6,103","10,628",6/1/2013,"1,534",10/1/2013,"6,458","11,376",9/28/2013,"2,239",5/21/2014,"6,896","12,018",5/31/2014,"1,897",9/17/2014,"4,229","8,301",10/11/2014,"1,001",5/28/2015,"7,063","10,745",5/9/2015,"1,730",9/17/2015,6279,11439,9/19/2015,1405,05/10/16,"4,639","10,165",05/14/16,"1,969",09/08/16,"6,021","9,465",09/10/16,"1,811",05/04/17,"7,630","13,654",05/20/17,"1,362",09/07/17,"5,576","10,725",09/09/17,895
POINT (-73.97536263666144 40.75817343083517),64,64,Manhattan,Madison Avenue,50th Street,51st Street,N,5/15/2007,4204,9307,5/12/2007,3297,9/27/2007,3997,9188,10/6/2007,2239,5/7/2008,2407,5634,5/10/2008,2144,9/16/2008,3139,8742,9/6/2008,1643,5/26/2009,2498,7990,5/30/2009,2281,9/22/2009,4161,9773,10/10/2009,4224,5/6/2010,3589,9460,5/8/2010,2104,9/15/2010,2451,6184,9/25/2010,2054,5/24/2011,3694,8962,5/14/2011,2678,9/14/2011,3582,8710,9/10/2011,4161,5/30/2012,3903,6394,6/2/2012,2539,9/12/2012,"3,810","9,559",9/22/2012,"2,740",5/14/2013,"3,806","9,398",6/1/2013,"2,004",10/1/2013,"4,026","11,649",9/28/2013,"2,676",5/22/2014,"3,943","8,762",5/31/2014,"2,568",9/4/2014,"3,999","9,766",10/11/2014,"1,974",5/28/2015,"3,422","10,220",5/9/2015,"2,685",9/17/2015,4049,10719,9/19/2015,1974,05/19/16,"4,156","9,431",05/21/16,"2,556",09/08/16,"3,384","9,498",10/01/16,"2,059",05/04/17,"3,733","10,241",05/20/17,"2,080",09/12/17,"4,032","9,340",09/09/17,"1,479"
POINT (-73.97697246269053 40.75885135958742),65,65,Manhattan,Fifth Avenue,50th Street,51st Street,N,5/15/2007,5565,18855,5/12/2007,12954,9/27/2007,4759,14718,10/6/2007,11866,5/7/2008,5685,28077,5/10/2008,16851,9/16/2008,5006,20879,9/6/2008,14623,6/2/2009,3770,25268,5/30/2009,11494,9/22/2009,5019,20562,10/10/2009,11446,5/6/2010,4360,28429,5/8/2010,10440,9/23/2010,3503,16915,9/18/2010,13044,5/12/2011,4424,24803,5/14/2011,11311,9/14/2011,5211,18865,9/17/2011,13084,5/30/2012,3886,16819,6/2/2012,12325,9/12/2012,"4,642","25,523",9/15/2012,"16,286",5/14/2013,"4,375","20,567",5/18/2013,"13,542",10/2/2013,"5,217","20,548",9/28/2013,"11,730",5/20/2014,"4,757","22,388",5/31/2014,"16,189",9/17/2014,"3,900","16,284",10/11/2014,"10,995",5/6/2015,"5,111","23,968",5/9/2015,"17,081",9/17/2015,3311,12523,9/19/2015,10262,05/19/16,"5,069","23,382",05/21/16,"15,398",09/22/16,"6,371","20,399",10/01/16,"14,273",05/03/17,"3,869","17,620",05/20/17,"14,224",09/13/17,"5,221","22,146",10/14/17,"15,522"
